"date","Loon","Silver","Carol","North Twin","South Twin","McKusick","Long","Unnamed","Lily","Louise","West Boot","Big Carnelian","Unnamed (Goggins)","Benz","Mann","Bass","Unnamed (Bass)","Pat","Masterman","Wood Pile","Sunnybrook","Round","Plaisted","North School Section","South School Section","Unnamed (Jackson WMA)","Unnamed (Kismet Basin)","Klawitter Pond","Unnamed (Heiforts Pond)"
"2002-08-20",904.78,NA,NA,NA,NA,NA,890.73,982.85,845.04,NA,917.15,862.92,970.77,NA,NA,954.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.83,NA,NA,NA
"2002-08-26",904.88,NA,883.58,NA,NA,NA,890.99,NA,NA,944.93,917.27,NA,970.95,NA,NA,NA,NA,NA,NA,NA,980.38,NA,970.97,NA,NA,NA,NA,953.68,NA
"2002-09-05",904.74,909.99,883.34,884.49,889.59,NA,927.7,980.09,NA,944.85,NA,NA,970.87,NA,959.46,NA,NA,943.57,954.78,968.31,NA,962.27,NA,NA,NA,889.5,NA,NA,NA
"2002-09-11",904.84,NA,NA,NA,NA,NA,890.77,NA,NA,945.03,NA,863.04,970.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-19",904.7,910.07,883.34,884.43,889.67,NA,927.765,963.493333333333,NA,944.95,NA,NA,970.87,NA,959.54,NA,NA,943.69,954.8,968.42,NA,962.34,NA,NA,NA,889.68,NA,NA,NA
"2002-09-25",904.67,909.99,883.18,884.35,889.59,853.37,890.45,NA,844.78,944.83,917.21,862.76,970.77,NA,NA,NA,NA,943.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-02",904.66,909.91,883.22,884.37,889.62,NA,890.38,NA,NA,944.89,NA,NA,NA,NA,NA,NA,NA,943.65,NA,NA,NA,NA,NA,NA,NA,NA,943.48,NA,NA
"2002-10-07",904.9,NA,NA,NA,NA,NA,891.37,NA,NA,945.16,NA,NA,970.99,NA,NA,955.1,NA,NA,NA,NA,980.78,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-18",904.78,910.07,883.42,884.77,889.77,NA,890.75,NA,NA,945.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970.94,NA,NA,NA,NA
"2002-10-23",904.74,910.07,883.36,884.83,889.76,NA,NA,NA,NA,945.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-11-01",904.68,909.99,883.28,884.85,889.67,NA,927.66,953.98,NA,945.05,NA,NA,970.87,NA,959.48,NA,NA,943.85,954.82,968.64,NA,962.33,NA,NA,970.82,889.79,NA,NA,NA
"2002-11-05",904.68,909.91,883.28,884.85,889.67,853.51,890.27,NA,844.14,945.07,917.35,NA,970.85,NA,NA,NA,NA,943.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-12-02",904.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-04-15",904.66,909.48,883.2,NA,NA,NA,890.15,NA,NA,944.61,917.12,862.78,970.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,970.12,NA,970.29,NA,943.34,NA,NA
"2003-04-22",904.88,909.76,883.35,NA,NA,NA,890.49,983.11,NA,944.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-05-16",905.42,NA,883.71,NA,890,NA,891.54,976.74,845.81,945.27,NA,NA,970.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,970.68,NA,970.83,NA,NA,NA,NA
"2003-05-21",905.52,NA,883.8,885,889.98,NA,891.08,983.54,NA,945.37,NA,863.43,971.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-06-06",905.3,910.08,883.61,884.72,889.88,NA,890.38,977.09,845.21,945.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-06-17",905.17,909.9,883.57,884.6,889.78,NA,NA,NA,NA,945.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-07-03",905.22,910.06,883.69,884.71,889.9,NA,890.84,963.706666666667,845.21,945.43,917.87,NA,NA,NA,NA,NA,NA,NA,954.84,968.99,NA,NA,NA,NA,NA,890.51,NA,NA,NA
"2003-07-15",905.02,NA,NA,NA,NA,NA,890.76,NA,844.56,945.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970.76,NA,NA,NA,NA,954.28,NA
"2003-07-17",904.92,909.88,883.35,884.59,889.8,NA,927.71,NA,NA,945.37,917.78,NA,NA,NA,959.29,NA,NA,NA,NA,NA,NA,961.87,NA,NA,NA,NA,NA,NA,NA
"2003-08-01",904.64,909.6,NA,884.43,889.58,853.43,890.12,930.53,843.75,945.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970.57,NA,NA,NA,NA
"2003-08-11",904.5,909.42,882.95,884.31,889.4,NA,889.94,982.83,843.63,944.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979.51,NA,NA,NA,NA,NA,NA,NA,NA
"2003-08-27",904.28,909.12,882.81,884.09,889.14,NA,889.68,NA,843.41,944.65,NA,NA,NA,953.61,NA,NA,NA,NA,NA,NA,978.91,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-09",904.1,908.88,882.72,NA,888.88,NA,889.5,NA,NA,944.39,NA,862.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-26",904.08,908.78,882.91,883.93,888.8,NA,889.66,982.22,843.27,944.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-10-06",904,908.68,882.95,883.87,888.72,NA,889.59,NA,843.21,944.19,NA,862.33,NA,NA,NA,954.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-10-09",904,NA,NA,NA,NA,NA,889.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-10-23",903.94,908.56,883.01,883.84,888.63,NA,889.56,NA,843.16,944.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969.33,NA,NA,889.19,NA,NA,NA
"2004-04-13",904.38,908.46,883.14,NA,NA,NA,964.37,NA,NA,944,917.11,862.68,969.35,NA,NA,NA,NA,NA,NA,NA,978.45,961.24,969.16,NA,969.32,NA,NA,NA,NA
"2004-04-27",904.52,908.6,883.36,884.36,888.66,NA,NA,981.84,844.66,944.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969.26,NA,NA,NA,NA,NA,NA
"2004-05-13",904.48,908.54,883.43,884.22,888.59,NA,NA,NA,NA,944.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942.31,NA,NA
"2004-05-26",904.56,908.62,883.46,884.2,888.65,NA,NA,NA,NA,944.1,NA,NA,NA,953.76,NA,NA,NA,NA,NA,NA,NA,NA,969.3,NA,NA,NA,NA,NA,NA
"2004-06-11",904.81,909.1,883.64,884.3,888.91,NA,891.08,982.41,846.22,944.5,NA,NA,969.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943.03,NA,NA
"2004-06-22",904.54,NA,NA,NA,NA,NA,890.4,NA,NA,944.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004-07-09",904.56,908.94,883.21,884.11,888.77,NA,890.26,NA,845.04,944.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969.32,NA,NA,890.42,NA,NA,NA
"2004-07-21",904.46,908.9,883.09,884.04,888.75,NA,890.24,NA,NA,NA,NA,862.62,NA,953.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004-08-03",904.54,908.74,882.94,883.92,888.55,NA,890.01,NA,844.92,944.07,NA,NA,NA,NA,NA,954.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,890.26,NA,NA,NA
"2004-08-20",904.22,NA,NA,NA,NA,NA,889.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004-09-02",904.16,908.36,882.82,883.7,888.21,NA,889.76,NA,844.61,943.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,968.68,NA,NA,NA,NA,NA,NA
"2004-09-14",904.26,908.4,NA,883.89,888.25,NA,890.08,NA,844.94,943.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004-10-01",904.3,908.38,883.05,883.84,888.25,NA,890.64,NA,845.36,943.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004-10-12",904.14,908.28,883.04,883.78,888.17,NA,889.97,NA,845.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890.32,NA,NA,NA
"2004-10-26",904.22,908.24,883.11,883.82,888.11,NA,889.9,NA,845.22,943.6,NA,NA,NA,NA,NA,953.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005-04-13",904.87,908.38,883.34,884.93,888.36,854.22,889.82,NA,NA,943.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005-04-20",904.95,908.5,883.5,884.89,888.44,NA,889.98,981.66,NA,NA,NA,NA,NA,954.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005-04-28",904.87,NA,NA,NA,NA,NA,889.76,981.57,NA,NA,NA,NA,968.7,954.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,968.62,NA,NA,NA,NA
"2005-05-02",904.83,908.32,NA,884.69,888.3,NA,889.68,950.22,845.18,943.83,NA,NA,NA,NA,NA,NA,NA,942,954.01,966.43,978.47,NA,NA,NA,NA,889.36,942.03,NA,NA
"2005-05-17",904.83,908.38,883.38,884.79,888.34,NA,889.84,NA,NA,943.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,968.54,NA,NA,NA,NA
"2005-06-02",904.75,908.4,883.26,884.73,888.34,854.02,926.815,981.5,845.46,943.83,NA,NA,NA,NA,959.14,NA,NA,NA,NA,NA,NA,960.23,NA,NA,NA,NA,NA,NA,NA
"2005-06-15",904.87,NA,NA,NA,NA,NA,890.08,981.59,NA,NA,NA,862.7,NA,954.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942.27,NA,NA
"2005-07-01",904.65,908.56,883.16,884.75,888.42,NA,926.94,NA,845.32,943.97,NA,NA,NA,NA,959.16,NA,NA,NA,NA,NA,NA,960.23,NA,NA,968.58,NA,NA,NA,NA
"2005-07-14",904.35,NA,882.89,884.55,NA,NA,889.62,NA,NA,943.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.26,NA,NA,NA
"2005-07-28",904.24,908.18,882.84,884.47,888.12,NA,926.665,981.11,845.38,943.47,NA,NA,NA,NA,958.7,NA,NA,NA,NA,NA,NA,959.83,NA,NA,NA,NA,NA,NA,NA
"2005-08-25",904.27,908.18,882.88,884.63,888.14,NA,926.38,NA,845.32,943.43,NA,NA,NA,NA,958.36,NA,NA,NA,NA,NA,NA,959.58,968,NA,NA,NA,NA,NA,NA
"2005-09-06",904.63,908.04,883.08,884.53,888.04,NA,889.92,NA,NA,943.45,NA,862.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005-09-22",904.65,908.24,883.38,884.73,888.16,NA,926.855,980.77,845.56,943.55,NA,862.3,NA,NA,958.58,NA,NA,NA,NA,NA,NA,959.85,NA,NA,NA,NA,941.63,NA,NA
"2005-10-04",904.63,NA,883.38,NA,888.52,NA,890.02,NA,NA,943.57,NA,862.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005-10-20",904.85,908.46,883.42,884.87,888.42,NA,963.07,NA,845.24,943.75,NA,NA,NA,NA,958.96,NA,NA,NA,NA,NA,NA,959.61,968.22,NA,NA,NA,NA,NA,NA
"2006-04-19",905.12,908.65,883.53,884.95,888.7,853.98,NA,NA,845.32,943.86,916.56,862.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006-05-03",905.12,NA,NA,NA,NA,NA,NA,980.89,NA,943.9,NA,862.74,967.69,954.355,NA,NA,NA,941.47,NA,NA,NA,NA,NA,NA,968.08,NA,NA,NA,NA
"2006-05-19",904.92,908.69,883.45,884.99,888.75,NA,963.58,927.65,NA,943.82,NA,NA,NA,NA,959.74,NA,NA,NA,NA,NA,NA,960.46,NA,NA,NA,889.54,NA,NA,NA
"2006-05-31",904.82,908.59,883.37,884.95,888.7,NA,NA,NA,NA,943.72,NA,NA,NA,954.13,NA,NA,NA,941.39,954.59,NA,NA,NA,NA,NA,NA,NA,NA,950.31,NA
"2006-06-16",904.66,908.33,883.29,884.67,888.46,NA,963.2,927.29,NA,943.48,NA,NA,NA,NA,959.32,NA,NA,NA,NA,NA,NA,960.08,967.45,NA,NA,889.1,NA,NA,NA
"2006-06-26",904.58,NA,883.25,NA,888.36,NA,NA,NA,NA,943.42,NA,NA,967.03,NA,NA,952.17,NA,NA,954.31,NA,978.71,NA,NA,NA,967.64,NA,NA,NA,NA
"2006-07-13",904.32,907.89,882.89,884.33,888.03,NA,962.73,926.81,NA,943.02,NA,NA,NA,NA,958.8,NA,NA,NA,NA,NA,NA,959.68,NA,NA,NA,888.58,941.16,NA,NA
"2006-07-25",904.18,NA,882.83,884.21,887.8,NA,NA,979.6,NA,NA,NA,NA,NA,NA,NA,951.65,NA,NA,NA,NA,NA,NA,966.88,NA,NA,NA,941.09,NA,NA
"2006-08-11",904.41,907.91,882.95,884.41,888.04,NA,962.52,926.77,NA,942.98,NA,NA,NA,NA,958.6,NA,NA,NA,NA,NA,NA,959.5,966.86,NA,NA,889.16,NA,NA,NA
"2006-08-21",904.3,NA,882.87,NA,NA,NA,NA,979.49,NA,942.88,NA,NA,966.19,953.36,NA,951.57,NA,940.63,NA,NA,977.96,NA,NA,NA,966.96,NA,NA,NA,NA
"2006-09-08",904.42,907.86,883.07,884.47,887.99,NA,962.41,926.65,NA,942.94,NA,NA,NA,NA,958.42,NA,NA,NA,NA,NA,NA,959.4,966.71,NA,NA,889.62,NA,NA,NA
"2006-09-12",904.34,NA,NA,NA,NA,NA,NA,NA,NA,942.84,NA,NA,NA,NA,NA,NA,NA,NA,953.91,NA,NA,NA,NA,NA,966.9,NA,NA,NA,NA
"2006-10-04",904.36,907.71,883.01,884.43,887.84,NA,NA,979.37,NA,942.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.38,NA,NA,NA
"2006-10-09",904.28,907.61,882.93,884.37,887.76,NA,889.68,979.25,NA,NA,NA,NA,965.71,953.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,966.7,NA,NA,NA,NA
"2007-04-10",904.8,907.71,883.25,884.96,887.88,853.95,NA,NA,845.76,942.83,916.45,862.61,NA,NA,NA,NA,NA,NA,953.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-04-17",904.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,916.35,NA,NA,NA,NA,950.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-05-16",904.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-06-12",904.38,NA,NA,NA,NA,NA,NA,978.64,NA,NA,916.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,965.9,NA,NA,NA,NA,NA,NA
"2007-07-11",904.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,915.93,NA,964.42,953.13,NA,NA,NA,NA,NA,NA,NA,NA,965.4,NA,NA,NA,NA,NA,NA
"2007-08-17",904.08,NA,NA,884.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,964.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-09-05",904.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,915.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-10-05",904.7,NA,NA,NA,NA,NA,961.58,926,NA,NA,NA,862.28,NA,NA,957.58,950.02,NA,NA,NA,964.49,NA,959.19,NA,NA,965.5,890.3,940.01,NA,NA
"2008-04-24",905.06,907.54,883.67,885,887.54,854.29,NA,NA,845.64,942.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-05-06",905.36,907.82,NA,NA,887.76,NA,NA,NA,846.3,NA,NA,NA,NA,954.69,NA,950.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940.67,NA,NA
"2008-05-20",905.28,NA,NA,NA,NA,NA,NA,NA,845.3,942.86,NA,NA,965.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,965.43,NA,NA,NA,NA
"2008-06-02",905.36,907.88,NA,NA,NA,NA,NA,NA,845.24,942.84,NA,862.73,NA,954.15,NA,NA,NA,NA,NA,NA,979.01,NA,NA,NA,NA,NA,NA,NA,NA
"2008-06-19",904.94,NA,NA,NA,NA,NA,NA,NA,845.78,NA,NA,862.82,NA,NA,NA,950.35,955.85,940.37,NA,NA,NA,NA,966.46,NA,NA,NA,NA,NA,NA
"2008-06-30",904.92,NA,NA,NA,NA,NA,889.61,NA,845.58,942.9,NA,NA,965.41,NA,NA,NA,NA,NA,953.89,964.69,978.76,NA,NA,NA,965.29,NA,NA,NA,NA
"2008-07-14",904.5,NA,NA,NA,NA,NA,NA,NA,845.48,942.66,NA,NA,965.21,NA,NA,950.08,NA,NA,953.79,964.59,978.46,NA,NA,NA,965.09,NA,NA,NA,NA
"2008-07-28",904.56,NA,NA,NA,NA,NA,NA,NA,845.4,942.74,NA,NA,965.25,NA,NA,NA,NA,NA,953.85,964.55,978.26,NA,NA,NA,965.11,NA,NA,NA,NA
"2008-08-26",904.46,907.26,NA,NA,887.04,853.17,NA,NA,NA,942.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-09-09",904.26,NA,NA,NA,NA,NA,NA,NA,845.14,942.16,916,NA,964.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-09-25",904.3,907.18,NA,884.36,887,853.37,889.51,NA,845.34,942.1,NA,NA,964.33,953.17,NA,NA,NA,NA,953.23,963.89,977.26,NA,NA,NA,964.47,NA,NA,NA,NA
"2008-10-08",904.28,NA,NA,NA,NA,NA,NA,NA,NA,942.06,NA,NA,NA,NA,NA,949.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-10-21",904.26,NA,NA,884.36,NA,NA,889.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-04-16",904.49,905.94,883.25,884.73,886.88,853.69,NA,NA,NA,942.06,916.38,NA,NA,NA,NA,948.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947.08,NA
"2009-04-29",904.45,NA,NA,NA,NA,NA,NA,NA,845.01,941.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-05-27",904.15,NA,NA,NA,NA,853.39,NA,NA,NA,941.6,NA,NA,NA,952.99,NA,948.2,954.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-06-23",904.01,NA,NA,NA,NA,853.51,NA,977.21,NA,941.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-08-27",903.85,NA,NA,NA,NA,NA,NA,NA,NA,940.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-09-16",903.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947.3,953.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-10-20",903.81,NA,NA,884.29,886.08,NA,NA,NA,NA,NA,915.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.99,NA
"2010-04-15",904.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-04-21",904.96,NA,NA,NA,NA,854,NA,977.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-04-04",905.37,905.27,883.98,884.8,887.36,853.96,NA,NA,NA,941.38,NA,NA,962.18,NA,NA,NA,954.48,NA,NA,NA,NA,959.66,NA,NA,961.12,NA,NA,NA,NA
"2012-04-28",905.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-05-19",905.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961.2,NA,NA,NA,NA
"2012-06-19",905.67,NA,NA,NA,NA,854.48,NA,NA,845.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948.75,NA
"2012-07-15",905.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.04,NA,NA,NA,NA,NA,NA,NA,NA,965.31,NA,NA,NA,NA,948.5,NA
"2012-08-24",905.17,904.99,NA,NA,887.2,NA,959.71,924.45,NA,941.14,NA,NA,NA,NA,957.79,NA,NA,NA,NA,NA,NA,959.54,NA,NA,NA,NA,NA,NA,NA
"2013-05-02",905.73,NA,883.94,NA,NA,854.28,NA,NA,845.43,941.28,NA,862.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-05-01",905.87,905.45,884.14,884.99,887.89,854.5,NA,979.51,NA,941.52,916.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,966.46,NA,NA,NA,NA,949.23,NA
"2014-06-13",905.99,906.16,883.7,884.77,888.27,NA,NA,NA,NA,942.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961.57,NA,NA,NA,NA
"2014-07-09",905.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,917.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-08-08",905.65,906.72,883.26,884.39,NA,NA,NA,NA,NA,942.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-03",905.63,906.68,883.36,884.47,888.55,NA,962.57,NA,NA,942.2,NA,NA,NA,NA,960.52,NA,NA,NA,NA,NA,NA,960.65,NA,NA,NA,NA,NA,NA,NA
"2014-10-03",905.37,906.48,883.36,884.41,888.45,NA,NA,NA,NA,941.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961.85,NA,NA,NA,NA
"2015-04-08",904.85,905.68,883.64,884.49,888.03,853.82,NA,NA,NA,941.35,916.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,978.64,NA,965.14,NA,NA,NA,NA,949.02,NA
"2015-04-23",904.85,905.66,883.76,884.47,888.03,NA,962.07,NA,NA,941.33,NA,NA,NA,NA,958.97,NA,NA,NA,NA,NA,NA,960.26,NA,NA,NA,NA,NA,NA,NA
"2015-05-22",904.85,905.62,883.72,884.43,887.95,NA,962.07,NA,NA,941.29,NA,NA,NA,NA,959.03,NA,NA,NA,NA,NA,NA,960.46,NA,NA,NA,NA,NA,NA,NA
"2015-06-19",905.01,905.74,883.92,884.56,888.05,NA,962.07,NA,NA,941.53,NA,NA,NA,NA,959.31,NA,NA,NA,NA,NA,NA,960.5,NA,NA,NA,NA,NA,NA,NA
"2015-07-17",905.43,906.18,883.94,884.69,888.35,NA,962.27,980,NA,941.95,NA,NA,NA,NA,960.11,NA,NA,NA,NA,NA,NA,960.72,NA,NA,NA,NA,NA,NA,NA
"2015-08-14",905.23,905.92,883.54,884.41,888.07,853.64,NA,NA,NA,941.69,NA,NA,NA,NA,959.73,NA,NA,NA,NA,NA,NA,960.4,NA,NA,NA,NA,NA,NA,NA
"2015-09-10",905.15,905.84,883.7,884.53,888.19,NA,NA,NA,NA,942.59,916.64,NA,NA,NA,959.49,NA,NA,NA,NA,NA,NA,960.28,NA,NA,NA,NA,NA,NA,NA
"2015-10-09",905.09,905.9,883.88,884.57,888.31,NA,961.93,NA,NA,941.73,NA,NA,NA,NA,959.69,NA,NA,NA,NA,NA,NA,960.42,NA,NA,NA,NA,NA,NA,NA
"2016-04-06",905.16,NA,884.53,NA,NA,NA,NA,980.35,NA,942.64,NA,NA,NA,954.53,NA,948.77,957.46,940.43,NA,NA,NA,NA,NA,NA,NA,NA,941.41,NA,NA
"2016-05-03",905.2,906.77,884.07,884.64,889.02,NA,NA,NA,NA,942.66,NA,862.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-05-16",905.12,906.79,NA,884.58,888.96,NA,NA,NA,NA,942.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979.93,NA,NA,NA,NA,NA,NA,NA,NA
"2016-05-31",905.1,906.71,883.99,884.54,888.92,854.13,NA,NA,NA,942.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-06-13",905.26,906.85,884.19,884.74,889.16,NA,NA,980.23,NA,942.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979.78,NA,NA,NA,NA,NA,NA,NA,NA
"2016-06-28",905.18,906.75,883.71,884.58,888.9,NA,NA,NA,NA,942.54,NA,862.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-07-11",905.12,906.65,883.69,884.52,888.78,NA,NA,NA,NA,942.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979.63,NA,NA,NA,NA,NA,NA,NA,NA
"2016-07-27",905.02,906.55,883.67,884.42,888.66,NA,NA,979.92,NA,942.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-08-08",905.08,906.49,883.77,884.48,888.7,NA,NA,NA,NA,942.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979.33,NA,NA,NA,NA,NA,NA,NA,NA
