"date","Loon","Silver","Carol","North Twin","South Twin","McKusick","Long","Unnamed","Lily","Louise","West Boot","Big Carnelian","Unnamed (Goggins)","Benz","Mann","Bass","Unnamed (Bass)","Pat","Masterman","Wood Pile","Sunnybrook","Round","Plaisted","North School Section","South School Section","Unnamed (Jackson WMA)","Unnamed (Kismet Basin)","Klawitter Pond","Unnamed (Heiforts Pond)"
"1996-10-24",NA,NA,NA,NA,NA,NA,890.28,976.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-10-25",NA,NA,NA,NA,NA,NA,890.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-10-26",NA,NA,NA,NA,NA,NA,890.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-10-27",NA,NA,NA,NA,NA,NA,890.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-10-28",NA,NA,NA,NA,NA,NA,890.27,NA,NA,NA,NA,862.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-10-29",NA,NA,NA,NA,NA,NA,890.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-10-31",NA,NA,NA,NA,NA,NA,890.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-11-01",NA,NA,NA,NA,NA,NA,890.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-11-02",NA,NA,NA,NA,NA,NA,890.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-11-03",NA,NA,NA,NA,NA,NA,890.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-11-04",NA,NA,NA,NA,NA,NA,890.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971.85,NA,NA,NA,NA
"1996-11-05",NA,NA,NA,NA,NA,NA,890.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-11-06",NA,NA,NA,NA,NA,NA,890.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-11-07",NA,NA,NA,NA,NA,NA,890.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-11-08",NA,NA,NA,NA,NA,NA,890.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-11-09",NA,NA,NA,NA,NA,NA,890.51,NA,NA,NA,NA,862.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-11-10",NA,NA,NA,NA,NA,NA,890.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-11-15",NA,NA,NA,NA,NA,NA,890.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979.26,NA,NA,NA,NA,NA,NA,NA,NA
"1996-11-16",NA,NA,NA,NA,NA,NA,890.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.28,NA,NA,NA,NA
"1996-11-17",NA,NA,NA,NA,NA,NA,891.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-11-22",NA,NA,NA,NA,NA,NA,891.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-11-26",NA,NA,NA,NA,NA,NA,891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-11-29",NA,NA,NA,NA,NA,NA,890.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-11-30",NA,NA,NA,NA,NA,NA,890.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-12-02",NA,NA,NA,NA,NA,NA,890.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-12-04",NA,NA,NA,NA,NA,NA,890.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-12-09",NA,NA,NA,NA,NA,NA,890.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-12-11",NA,NA,NA,NA,NA,NA,890.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-12-13",NA,NA,NA,NA,NA,NA,890.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-12-14",NA,NA,NA,NA,NA,NA,890.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-12-16",NA,NA,NA,NA,NA,NA,890.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-12-19",NA,NA,NA,NA,NA,NA,890.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-12-21",NA,NA,NA,NA,NA,NA,890.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-12-23",NA,NA,NA,NA,NA,NA,890.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-12-26",NA,NA,NA,NA,NA,NA,890.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-12-31",NA,NA,NA,NA,NA,NA,890.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-01-04",NA,NA,NA,NA,NA,NA,890.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-01-10",NA,NA,NA,NA,NA,NA,890.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-01-17",NA,NA,NA,NA,NA,NA,890.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-01-24",NA,NA,NA,NA,NA,NA,890.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-01-31",NA,NA,NA,NA,NA,NA,890.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-02-10",NA,NA,NA,NA,NA,NA,890.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-02-18",NA,NA,NA,NA,NA,NA,890.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-02-23",NA,NA,NA,NA,NA,NA,890.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-03-01",NA,NA,NA,NA,NA,NA,890.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-03-05",NA,NA,NA,NA,NA,NA,890.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-03-11",NA,NA,NA,NA,NA,NA,890.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-03-14",NA,NA,NA,NA,NA,NA,890.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-03-16",NA,NA,NA,NA,NA,NA,890.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-03-19",NA,NA,NA,NA,NA,NA,890.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-03-25",NA,NA,NA,NA,NA,NA,890.41,945.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.55,NA,NA
"1997-03-26",NA,NA,NA,NA,NA,NA,890.39,945.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.59,NA,NA
"1997-03-27",NA,NA,NA,NA,NA,NA,890.48,945.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.61,NA,NA
"1997-03-28",NA,NA,NA,NA,NA,NA,890.64,945.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.63,NA,NA
"1997-03-29",NA,NA,NA,NA,NA,NA,890.69,945.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.65,NA,NA
"1997-03-31",NA,NA,NA,NA,NA,NA,890.69,945.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.71,NA,NA
"1997-04-01",NA,NA,NA,NA,NA,NA,890.68,945.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.73,NA,NA
"1997-04-02",NA,NA,NA,NA,NA,NA,890.64,945.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980.54,NA,NA,NA,NA,NA,945.73,NA,NA
"1997-04-03",NA,NA,NA,NA,NA,NA,890.62,945.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.74,NA,NA
"1997-04-04",NA,NA,NA,NA,NA,NA,890.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-04-05",NA,NA,NA,NA,NA,NA,890.62,945.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.76,NA,NA
"1997-04-06",NA,NA,NA,NA,NA,NA,890.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-04-07",NA,NA,NA,NA,NA,NA,890.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-04-09",NA,NA,NA,NA,NA,NA,890.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980.64,NA,NA,NA,NA,NA,NA,NA,NA
"1997-04-10",NA,NA,NA,NA,NA,NA,890.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-04-12",NA,NA,NA,NA,NA,NA,890.53,945.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.73,NA,NA
"1997-04-13",NA,NA,NA,NA,NA,NA,890.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-04-14",NA,NA,NA,NA,NA,NA,890.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.93,NA,NA,NA,NA
"1997-04-15",NA,NA,NA,NA,NA,NA,890.45,945.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.71,NA,NA
"1997-04-19",NA,NA,NA,NA,NA,NA,890.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.56,NA,NA,NA
"1997-04-20",NA,NA,NA,NA,NA,NA,890.34,945.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.39,NA,NA,NA,NA,NA,NA,NA,889.54,945.65,NA,NA
"1997-04-22",NA,NA,NA,NA,NA,NA,890.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.49,NA,NA,NA
"1997-04-23",NA,NA,NA,NA,NA,NA,890.27,NA,NA,NA,NA,NA,NA,NA,NA,957.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.46,NA,NA,NA
"1997-04-25",NA,NA,NA,NA,NA,NA,890.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-04-27",NA,NA,NA,NA,NA,NA,890.21,972.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.35,NA,NA,NA,NA,NA,NA,NA,889.38,NA,NA,NA
"1997-04-28",NA,NA,NA,NA,NA,NA,890.22,NA,NA,NA,918.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.35,NA,NA,NA
"1997-04-30",NA,NA,NA,NA,NA,NA,890.17,945.51,NA,NA,NA,NA,NA,NA,NA,957.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.33,945.51,NA,NA
"1997-05-01",NA,NA,NA,NA,NA,NA,890.15,945.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980.04,NA,NA,NA,972.83,889.32,945.49,NA,NA
"1997-05-02",NA,NA,NA,NA,NA,NA,890.15,945.47,NA,945.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.32,945.47,NA,NA
"1997-05-04",NA,NA,NA,NA,NA,NA,890.11,972.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.29,NA,NA,NA,NA,NA,NA,NA,889.28,NA,NA,NA
"1997-05-05",NA,NA,NA,NA,NA,NA,890.11,945.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.28,945.43,NA,NA
"1997-05-06",NA,NA,NA,NA,NA,NA,890.09,NA,NA,NA,NA,862.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.25,NA,NA,NA
"1997-05-09",NA,NA,NA,NA,NA,NA,890.09,NA,NA,NA,NA,NA,NA,NA,NA,957.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-05-10",NA,NA,NA,NA,NA,NA,890.07,945.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.23,945.39,NA,NA
"1997-05-11",NA,NA,NA,NA,NA,NA,890.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-05-12",NA,NA,NA,NA,NA,NA,890.04,945.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.35,NA,NA
"1997-05-13",NA,NA,NA,NA,NA,NA,890.03,959.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.33,NA,NA
"1997-05-14",NA,NA,NA,NA,NA,NA,890.02,NA,NA,NA,NA,NA,NA,NA,NA,957.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.15,NA,NA,NA
"1997-05-15",NA,NA,NA,NA,NA,NA,890.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.69,889.13,NA,NA,NA
"1997-05-16",NA,NA,NA,NA,NA,NA,890.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979.84,NA,NA,NA,NA,NA,NA,NA,NA
"1997-05-17",NA,NA,NA,NA,NA,NA,890.03,NA,NA,NA,NA,862.62,NA,NA,NA,NA,NA,945.17,NA,NA,NA,NA,NA,NA,NA,889.1,NA,NA,NA
"1997-05-18",NA,NA,NA,NA,NA,NA,890.06,972.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.19,NA,NA,NA,NA,NA,NA,NA,889.12,NA,NA,NA
"1997-05-20",NA,NA,NA,NA,NA,NA,890.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-05-23",NA,NA,NA,NA,NA,NA,890.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.03,NA,NA,NA
"1997-05-24",NA,NA,NA,NA,NA,NA,890.05,945.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.05,945.23,NA,NA
"1997-05-25",NA,NA,NA,NA,NA,NA,890.03,972.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-05-27",NA,NA,NA,NA,NA,NA,890.01,NA,NA,NA,918.14,862.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-05-30",NA,NA,NA,NA,NA,NA,890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979.7,NA,NA,NA,NA,NA,NA,NA,NA
"1997-05-31",NA,NA,NA,NA,NA,NA,890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888.97,NA,NA,NA
"1997-06-01",NA,NA,NA,NA,NA,NA,889.99,972.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.01,NA,NA,NA,NA,NA,NA,NA,888.96,NA,NA,NA
"1997-06-03",NA,NA,NA,NA,NA,NA,889.96,945.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888.91,945.11,NA,NA
"1997-06-04",NA,NA,NA,NA,NA,NA,889.95,NA,NA,NA,NA,NA,NA,NA,NA,957.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-06-06",NA,NA,NA,NA,NA,NA,889.94,964.41,NA,NA,NA,NA,NA,953.57,NA,957.28,NA,944.97,954.27,968.88,NA,NA,NA,NA,972.47,888.88,945.07,NA,NA
"1997-06-07",NA,NA,NA,NA,NA,NA,889.92,945.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.98,NA,NA,NA,NA,NA,NA,NA,NA,945.09,NA,NA
"1997-06-08",NA,NA,NA,NA,NA,NA,889.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-06-09",NA,NA,NA,NA,NA,NA,889.94,NA,NA,NA,NA,862.4,NA,NA,NA,NA,NA,NA,NA,NA,979.52,NA,NA,NA,NA,NA,NA,NA,NA
"1997-06-11",NA,NA,NA,NA,NA,NA,889.91,NA,NA,NA,NA,NA,NA,NA,NA,957.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-06-12",NA,NA,NA,NA,NA,NA,889.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.43,NA,NA,NA,NA
"1997-06-13",NA,NA,NA,NA,NA,NA,889.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-06-14",NA,NA,NA,NA,NA,NA,889.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-06-15",NA,NA,NA,NA,NA,NA,889.83,958.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.95,NA,NA
"1997-06-16",NA,NA,NA,NA,NA,NA,889.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-06-17",NA,NA,NA,NA,NA,NA,889.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-06-18",NA,NA,NA,NA,NA,NA,889.83,NA,NA,NA,NA,NA,NA,NA,NA,957.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-06-19",NA,NA,NA,NA,NA,NA,889.82,NA,NA,NA,NA,862.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.3,888.7,NA,NA,NA
"1997-06-22",NA,NA,NA,NA,NA,NA,889.83,944.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.87,NA,NA
"1997-06-24",NA,NA,NA,NA,NA,NA,889.79,944.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.79,NA,NA,NA,NA,NA,NA,NA,NA,944.93,NA,NA
"1997-06-25",NA,NA,NA,NA,NA,NA,889.89,NA,NA,NA,NA,862.34,NA,NA,NA,957.17,NA,NA,NA,NA,NA,NA,NA,NA,972.37,NA,NA,NA,NA
"1997-06-27",NA,NA,NA,NA,NA,NA,889.87,960.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.18,968.66,NA,NA,NA,NA,NA,888.64,944.89,NA,NA
"1997-06-28",NA,NA,NA,NA,NA,NA,889.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-06-29",NA,NA,NA,NA,NA,NA,890.23,945.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.86,NA,NA,979.5,NA,NA,NA,972.43,NA,945.03,NA,NA
"1997-07-01",NA,NA,NA,NA,NA,NA,890.25,945.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.41,NA,945.01,NA,NA
"1997-07-03",NA,NA,NA,NA,NA,NA,891.71,945.31,846.55,NA,NA,862.7,NA,NA,NA,NA,NA,945.11,NA,NA,NA,NA,NA,NA,972.77,NA,945.31,NA,NA
"1997-07-04",NA,NA,NA,NA,NA,NA,891.62,945.33,NA,NA,NA,862.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890.44,945.33,NA,NA
"1997-07-07",NA,NA,NA,NA,NA,NA,891.32,945.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.35,NA,NA
"1997-07-08",NA,NA,NA,NA,NA,NA,891.37,972.87,NA,NA,NA,862.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-07-10",NA,NA,NA,NA,NA,NA,891.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.81,890.46,NA,NA,NA
"1997-07-11",NA,NA,NA,NA,NA,NA,891.27,945.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.09,NA,NA,NA,NA,NA,NA,NA,NA,945.3,NA,NA
"1997-07-12",NA,NA,NA,NA,NA,NA,891.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-07-13",NA,NA,NA,NA,NA,NA,891.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.09,NA,NA,NA,NA,NA,NA,NA,890.38,NA,NA,NA
"1997-07-14",NA,NA,NA,NA,NA,NA,891.3,NA,NA,NA,NA,862.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890.62,NA,NA,NA
"1997-07-16",NA,NA,NA,NA,NA,NA,891.15,945.3,NA,NA,NA,NA,NA,NA,NA,957.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,890.52,945.3,NA,NA
"1997-07-19",NA,NA,NA,NA,NA,NA,890.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-07-20",NA,NA,NA,NA,NA,NA,890.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-07-22",NA,NA,NA,NA,NA,NA,891.13,945.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.8,NA,945.31,NA,NA
"1997-07-25",NA,NA,NA,NA,NA,NA,891.23,976.19,NA,NA,NA,862.76,NA,NA,NA,NA,NA,945.07,954.76,969.3,NA,NA,NA,NA,NA,890.08,NA,NA,NA
"1997-07-27",NA,NA,NA,NA,NA,NA,891.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-07-28",NA,NA,NA,NA,NA,NA,891.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980.14,NA,NA,NA,NA,NA,NA,NA,NA
"1997-07-29",NA,NA,NA,NA,NA,NA,891.25,NA,NA,NA,NA,862.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-07-30",NA,NA,NA,NA,NA,NA,891.23,NA,NA,NA,NA,NA,NA,NA,NA,957.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-07-31",NA,NA,NA,NA,NA,NA,891.22,NA,844.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.81,889.34,NA,NA,NA
